Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Basic,Chrome 73.0.3683.103,,,2019-05-01 13:55:46,2019-05-01 13:55:58,12.046s,PASSED
,,,,,,,
Test Cases/Authentication,Chrome 73.0.3683.103,,,2019-05-01 13:55:46,2019-05-01 13:55:53,6.574s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-05-01 13:55:47,2019-05-01 13:55:51,3.929s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 73.0.3683.103,,,2019-05-01 13:55:51,2019-05-01 13:55:51,0.616s,PASSED
"click(findTestObject(""Page_Holygram/a_Account (11)""))",Chrome 73.0.3683.103,,,2019-05-01 13:55:51,2019-05-01 13:55:51,0.148s,PASSED
"click(findTestObject(""Page_Holygram/a_Log in (9)""))",Chrome 73.0.3683.103,,,2019-05-01 13:55:51,2019-05-01 13:55:52,0.297s,PASSED
"setText(findTestObject(""Object Repository/Page_Please sign in/input_Username_username (2)""), ""exorcist"")",Chrome 73.0.3683.103,,,2019-05-01 13:55:52,2019-05-01 13:55:52,0.146s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Please sign in/input_Password_password (2)""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 73.0.3683.103,,,2019-05-01 13:55:52,2019-05-01 13:55:52,0.170s,PASSED
"click(findTestObject(""Object Repository/Page_Please sign in/button_Sign in""))",Chrome 73.0.3683.103,,,2019-05-01 13:55:52,2019-05-01 13:55:52,0.299s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,,2019-05-01 13:55:52,2019-05-01 13:55:53,0.590s,PASSED
,,,,,,,
Test Cases/CreateAccount,Chrome 73.0.3683.103,,,2019-05-01 13:55:53,2019-05-01 13:55:57,4.653s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-05-01 13:55:53,2019-05-01 13:55:55,2.422s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 73.0.3683.103,,,2019-05-01 13:55:55,2019-05-01 13:55:56,0.547s,PASSED
"click(findTestObject(""Page_Holygram/a_Account (12)""))",Chrome 73.0.3683.103,,,2019-05-01 13:55:56,2019-05-01 13:55:56,0.103s,PASSED
"click(findTestObject(""Page_Holygram/a_Create (2)""))",Chrome 73.0.3683.103,,,2019-05-01 13:55:56,2019-05-01 13:55:56,0.245s,PASSED
"setText(findTestObject(""Page_Holygram - Signin/input_Username_username (2)""), ""customer2"")",Chrome 73.0.3683.103,,,2019-05-01 13:55:56,2019-05-01 13:55:57,0.161s,PASSED
"setText(findTestObject(""Page_Holygram - Signin/input_Email_email (2)""), ""customer2@gmail.com"")",Chrome 73.0.3683.103,,,2019-05-01 13:55:57,2019-05-01 13:55:57,0.170s,PASSED
"setEncryptedText(findTestObject(""Page_Holygram - Signin/input_Password_password (2)""), ""r9inNhf6FTla56shneBo8g=="")",Chrome 73.0.3683.103,,,2019-05-01 13:55:57,2019-05-01 13:55:57,0.123s,PASSED
"click(findTestObject(""Page_Holygram - Signin/div_Password_col-sm-10""))",Chrome 73.0.3683.103,,,2019-05-01 13:55:57,2019-05-01 13:55:57,0.073s,PASSED
"setEncryptedText(findTestObject(""Page_Holygram - Signin/input_Password_passwordConfirm (2)""), ""r9inNhf6FTla56shneBo8g=="")",Chrome 73.0.3683.103,,,2019-05-01 13:55:57,2019-05-01 13:55:57,0.202s,PASSED
"click(findTestObject(""Page_Holygram - Signin/button_Submit (2)""))",Chrome 73.0.3683.103,,,2019-05-01 13:55:57,2019-05-01 13:55:57,0.355s,PASSED
