Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Basic,Chrome 73.0.3683.103,,,2019-05-01 14:16:40,2019-05-01 14:17:30,49.896s,FAILED
,,,,,,,
Test Cases/AuthentificationCustomer,Chrome 73.0.3683.103,,,2019-05-01 14:16:40,2019-05-01 14:16:47,6.994s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,,2019-05-01 14:16:40,2019-05-01 14:16:44,4.074s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 73.0.3683.103,,,2019-05-01 14:16:44,2019-05-01 14:16:45,0.752s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_Account""))",Chrome 73.0.3683.103,,,2019-05-01 14:16:45,2019-05-01 14:16:45,0.130s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_Log in""))",Chrome 73.0.3683.103,,,2019-05-01 14:16:45,2019-05-01 14:16:46,0.307s,PASSED
"setText(findTestObject(""Object Repository/Page_Please sign in/input_Username_username""), ""exorcist0"")",Chrome 73.0.3683.103,,,2019-05-01 14:16:46,2019-05-01 14:16:46,0.140s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Please sign in/input_Password_password""), ""RigbBhfdqOBGNlJIWM1ClA=="")",Chrome 73.0.3683.103,,,2019-05-01 14:16:46,2019-05-01 14:16:46,0.165s,PASSED
"click(findTestObject(""Object Repository/Page_Please sign in/button_Sign in""))",Chrome 73.0.3683.103,,,2019-05-01 14:16:46,2019-05-01 14:16:46,0.234s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_exorcist0""))",Chrome 73.0.3683.103,,,2019-05-01 14:16:46,2019-05-01 14:16:46,0.079s,PASSED
"click(findTestObject(""Object Repository/Page_Holygram/a_Disconnect""))",Chrome 73.0.3683.103,,,2019-05-01 14:16:46,2019-05-01 14:16:46,0.101s,PASSED
"click(findTestObject(""Object Repository/Page_Confirm Log Out/button_Log Out""))",Chrome 73.0.3683.103,,,2019-05-01 14:16:46,2019-05-01 14:16:46,0.149s,PASSED
